"samplesize","type","kurtx.x1","skewx.x1","rmall.SWA_mean.BM3","rmall.SWA_mean.SQM","rmall.SWA_mean.BM2","rmall.SWA_mean.WM","rmall.SWA_mean.BWM","rmall.SWA_mean.TM","rmall.SWAHLM_mean.SWAHLM2_16.BM3","rmall.SWAHLM_mean.SWAHLM2_16.SQM","rmall.SWAHLM_mean.SWAHLM2_16.BM2","rmall.SWAHLM_mean.SWAHLM2_16.WM","rmall.SWAHLM_mean.SWAHLM2_16.BWM","rmall.SWAHLM_mean.SWAHLM2_16.TM","rmall.SWAHLM_mean.SWAHLM2_16.median","rmall.SWAHLM_mean.SWAHLM3_16.MH","rmall.SWAHLM_mean.SWAHLM3_16.WM","rmall.SWAHLM_mean.SWAHLM3_16.BWM","rmall.SWAHLM_mean.SWAHLM3_16.TM","rmall.SWAHLM_mean.SWAHLM3_16.median","rmall.SWAHLM_mean.SWAHLM4_16.MH","rmall.SWAHLM_mean.SWAHLM4_16.WM","rmall.SWAHLM_mean.SWAHLM4_16.BWM","rmall.SWAHLM_mean.SWAHLM4_16.TM","rmall.SWAHLM_mean.SWAHLM4_16.median","qmall.CDF_SWA_mean.pc_meanBM3","qmall.CDF_SWA_mean.pc_meanSQM","qmall.CDF_SWA_mean.pc_meanBM2","qmall.CDF_SWA_mean.pc_meanWM","qmall.CDF_SWA_mean.pc_meanBWM","qmall.CDF_SWA_mean.pc_meanTM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM2_16.BM3","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM2_16.SQM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM2_16.BM2","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM2_16.WM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM2_16.BWM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM2_16.TM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM2_16.median","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM3_16.MH","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM3_16.WM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM3_16.BWM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM3_16.TM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM3_16.median","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM4_16.MH","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM4_16.WM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM4_16.BWM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM4_16.TM","qmall.CDF_SWAHLM_mean.pc_meanSWAHLM4_16.median","rvarall.SWAvar.BM3","rvarall.SWAvar.SQM","rvarall.SWAvar.BM2","rvarall.SWAvar.WM","rvarall.SWAvar.BWM","rvarall.SWAvar.TM","rvarall.SWAHLM_var.SWAHLM2_31256.MH","rvarall.SWAHLM_var.SWAHLM2_31256.WM","rvarall.SWAHLM_var.SWAHLM2_31256.BWM","rvarall.SWAHLM_var.SWAHLM2_31256.TM","rvarall.SWAHLM_var.SWAHLM2_31256.median","rvarall.SWAHLM_var.SWAHLM3_31256.WM","rvarall.SWAHLM_var.SWAHLM3_31256.TM","rvarall.SWAHLM_var.SWAHLM3_31256.median","rvarall.SWAHLM_var.SWAHLM4_31256.WM","rvarall.SWAHLM_var.SWAHLM4_31256.TM","rvarall.SWAHLM_var.SWAHLM4_31256.median","qvarall.CDF_SWA_var.pc_varBM3","qvarall.CDF_SWA_var.pc_varSQM","qvarall.CDF_SWA_var.pc_varBM2","qvarall.CDF_SWA_var.pc_varWM","qvarall.CDF_SWA_var.pc_varBWM","qvarall.CDF_SWA_var.pc_varTM","qvarall.CDF_SWAHLM_var.pc_varSWAHLM2_31256.MH","qvarall.CDF_SWAHLM_var.pc_varSWAHLM2_31256.WM","qvarall.CDF_SWAHLM_var.pc_varSWAHLM2_31256.BWM","qvarall.CDF_SWAHLM_var.pc_varSWAHLM2_31256.TM","qvarall.CDF_SWAHLM_var.pc_varSWAHLM2_31256.median","qvarall.CDF_SWAHLM_var.pc_varSWAHLM3_31256.WM","qvarall.CDF_SWAHLM_var.pc_varSWAHLM3_31256.TM","qvarall.CDF_SWAHLM_var.pc_varSWAHLM3_31256.median","qvarall.CDF_SWAHLM_var.pc_varSWAHLM4_31256.WM","qvarall.CDF_SWAHLM_var.pc_varSWAHLM4_31256.TM","qvarall.CDF_SWAHLM_var.pc_varSWAHLM4_31256.median","rtmall.SWAtm.MH","rtmall.SWAtm.WM","rtmall.SWAtm.BWM","rtmall.SWAtm.TM","rtmall.SWAHLM_tm.SWAHLM2_741.WM","rtmall.SWAHLM_tm.SWAHLM2_741.TM","rtmall.SWAHLM_tm.SWAHLM2_741.median","rtmall.SWAHLM_tm.SWAHLM3_741.WM","rtmall.SWAHLM_tm.SWAHLM3_741.TM","rtmall.SWAHLM_tm.SWAHLM3_741.median","qtmall.CDF_SWA_tm.pc_tmMH","qtmall.CDF_SWA_tm.pc_tmWM","qtmall.CDF_SWA_tm.pc_tmBWM","qtmall.CDF_SWA_tm.pc_tmTM","qtmall.CDF_SWAHLM_tm.pc_tmSWAHLM2_741.WM","qtmall.CDF_SWAHLM_tm.pc_tmSWAHLM2_741.TM","qtmall.CDF_SWAHLM_tm.pc_tmSWAHLM2_741.median","qtmall.CDF_SWAHLM_tm.pc_tmSWAHLM3_741.WM","qtmall.CDF_SWAHLM_tm.pc_tmSWAHLM3_741.TM","qtmall.CDF_SWAHLM_tm.pc_tmSWAHLM3_741.median","rfmall.SWAfm.MH","rfmall.SWAfm.WM","rfmall.SWAfm.BWM","rfmall.SWAfm.TM","rfmall.SWAHLM_fm.SWAHLM2_312.WM","rfmall.SWAHLM_fm.SWAHLM2_312.TM","rfmall.SWAHLM_fm.SWAHLM2_312.median","qfmall.CDF_SWA_fm.pc_fmMH","qfmall.CDF_SWA_fm.pc_fmWM","qfmall.CDF_SWA_fm.pc_fmBWM","qfmall.CDF_SWA_fm.pc_fmTM","qfmall.CDF_SWAHLM_fm.pc_fmSWAHLM2_312.WM","qfmall.CDF_SWAHLM_fm.pc_fmSWAHLM2_312.TM","qfmall.CDF_SWAHLM_fm.pc_fmSWAHLM2_312.median"
3686400,1,23.6,3.50285518211498,13,12,19,6,18,21,9,17,15,10,14,16,23,11,4,3,8,22,1,2,5,7,20,41,27,44,33,43,45,37,30,38,35,40,42,46,26,28,34,32,39,24,25,29,31,36,21,16,17,14,10,4,15,11,6,3,2,7,8,5,9,12,13,34,31,32,26,33,24,25,28,30,19,1,20,18,29,22,23,27,3,1,7,6,2,4,10,5,8,9,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,5,4,6,7,1,2,3,11,11,11,11,11,11,11
3686400,1,23.7999999999999,3.51827100737553,13,14,20,6,18,21,10,17,16,11,12,15,23,9,4,3,8,22,1,2,5,7,19,41,27,44,32,43,45,37,29,38,36,40,42,46,25,28,34,33,39,24,26,30,31,35,18,17,16,14,10,4,15,12,5,3,2,8,6,7,9,13,11,34,31,32,28,33,27,25,29,30,24,1,20,19,26,22,23,21,3,1,7,6,2,5,10,4,8,9,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,7,6,4,5,1,2,3,11,11,11,11,11,11,11
3686400,1,24,3.53360470096768,13,12,19,5,18,20,9,17,16,11,14,15,23,10,3,4,8,22,1,2,6,7,21,40,27,43,33,42,45,36,31,38,35,41,44,46,26,28,34,32,39,25,24,29,30,37,20,17,16,14,10,4,15,11,6,3,2,7,8,5,9,12,13,34,29,33,31,32,27,26,30,28,25,1,21,22,18,19,24,23,4,3,8,7,1,5,10,2,6,9,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,7,6,4,5,1,2,3,11,11,11,11,11,11,11
3686400,1,24.2,3.5488574477714,15,14,19,8,18,21,11,17,16,9,12,13,23,10,4,3,6,22,2,1,5,7,20,41,28,42,32,43,45,36,29,39,35,40,44,46,26,27,34,33,37,25,24,31,30,38,20,17,16,13,10,4,14,11,6,3,2,8,7,5,9,12,15,34,30,33,29,32,25,28,27,26,24,1,21,22,19,18,23,31,10,7,5,4,1,2,9,3,6,8,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,7,6,3,4,1,2,5,11,11,11,11,11,11,11
3686400,1,24.4,3.56403040497475,14,13,19,6,18,20,9,17,16,10,12,15,23,11,4,3,7,22,2,1,5,8,21,42,27,41,34,44,45,37,28,38,33,40,43,46,29,26,36,32,35,25,24,31,30,39,18,17,16,14,9,4,15,12,5,3,2,8,7,6,10,11,13,32,33,31,29,34,24,28,26,21,27,1,25,22,23,20,19,30,3,2,8,6,1,4,10,5,7,9,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,7,6,5,4,1,2,3,11,11,11,11,11,11,11
3686400,1,24.6,3.57912470296558,15,14,19,7,18,20,10,17,16,11,12,13,23,9,4,3,6,22,2,1,5,8,21,41,30,42,34,44,45,38,31,35,36,40,43,46,26,27,37,32,33,25,24,29,28,39,18,17,16,14,9,4,15,12,5,3,1,8,7,6,10,11,13,34,32,31,28,33,27,23,25,24,21,2,19,22,30,20,26,29,2,1,7,6,3,4,10,5,8,9,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,7,6,5,4,2,1,3,11,11,11,11,11,11,11
3686400,1,24.8,3.59414144618661,13,16,19,8,18,21,9,17,14,10,11,12,23,15,5,3,6,22,2,1,4,7,20,41,28,43,27,44,45,38,30,37,35,40,42,46,29,25,34,32,36,26,24,31,33,39,19,17,16,14,10,4,15,12,6,3,1,8,7,5,9,11,13,34,31,29,30,33,24,23,32,28,20,2,18,22,27,21,26,25,7,4,6,5,1,2,10,3,8,9,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,7,6,4,5,2,1,3,11,11,11,11,11,11,11
3686400,1,25,3.60908171395603,14,17,19,8,18,21,10,16,15,9,11,12,23,13,4,2,6,22,3,1,5,7,20,42,28,43,30,44,45,37,33,36,35,41,40,46,27,25,34,32,39,26,24,29,31,38,18,16,15,13,10,5,17,12,6,4,1,8,7,3,9,11,14,34,27,33,32,29,25,28,31,30,23,2,19,20,24,21,22,26,10,7,3,1,4,2,9,5,6,8,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,7,6,4,5,2,1,3,11,11,11,11,11,11,11
3686400,1,25.1999999999999,3.62394656125491,14,16,19,8,18,20,9,17,15,13,12,11,23,10,4,3,6,22,2,1,5,7,21,41,29,43,30,44,45,37,34,36,35,39,42,46,27,24,33,31,40,25,26,28,32,38,18,17,15,13,10,4,16,12,6,3,2,8,7,5,9,11,14,34,29,33,31,32,25,28,26,30,24,1,21,23,20,19,22,27,8,6,4,2,3,1,10,5,7,9,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,7,6,5,4,1,2,3,11,11,11,11,11,11,11
3686400,1,25.4,3.63873701948347,13,15,19,6,18,20,10,17,16,11,12,14,23,9,4,3,7,22,1,2,5,8,21,39,29,43,32,44,45,38,31,36,30,40,41,46,25,26,35,34,42,24,27,28,33,37,18,17,16,14,10,4,15,12,5,3,1,8,7,6,9,11,13,34,30,32,31,33,25,29,26,28,24,2,22,21,20,19,23,27,1,2,9,7,3,5,10,4,6,8,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,7,4,5,6,1,2,3,11,11,11,11,11,11,11
3686400,1,25.6,3.65345409718729,13,14,19,5,18,20,9,16,17,10,12,15,23,11,4,3,7,22,1,2,6,8,21,42,29,44,32,43,45,37,33,38,31,41,39,46,26,27,35,34,40,24,25,28,30,36,18,17,16,14,10,4,15,13,5,3,1,8,7,6,9,11,12,33,32,30,31,34,25,28,26,29,22,2,21,20,27,19,23,24,1,2,9,8,3,5,10,4,6,7,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,3,4,6,7,1,2,5,11,11,11,11,11,11,11
3686400,1,25.8,3.66809878075523,14,15,19,5,18,20,9,13,17,10,12,16,23,11,4,3,7,22,1,2,6,8,21,41,28,43,33,44,45,37,32,38,31,42,39,46,26,27,34,35,40,24,25,30,29,36,18,17,16,14,10,5,15,12,6,3,1,8,7,4,9,11,13,33,31,32,26,34,29,23,28,25,27,2,20,22,30,19,21,24,1,2,8,7,3,5,10,4,6,9,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,4,7,6,3,1,5,11,11,11,11,11,11,11
3686400,1,26,3.68267203509023,14,15,19,6,18,20,9,17,16,10,12,13,23,11,4,3,7,22,2,1,5,8,21,41,27,44,33,42,45,37,31,38,34,43,39,46,25,30,35,32,40,24,26,29,28,36,18,17,15,13,10,5,16,12,6,4,1,8,7,3,9,11,14,32,30,34,24,33,31,23,28,27,29,2,20,22,25,19,21,26,3,1,9,7,2,5,10,4,6,8,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,3,4,7,6,5,1,2,11,11,11,11,11,11,11
4096,1,2.80000000000008,0.293682637210036,20,15,19,16,21,23,5,3,10,9,13,17,22,2,6,11,12,18,1,4,7,8,14,39,38,41,40,44,46,29,28,32,33,37,42,45,24,27,34,35,43,25,26,30,31,36,4,2,6,5,9,12,1,3,14,15,17,10,13,16,7,8,11,25,22,24,21,19,18,20,23,26,27,34,30,32,33,28,29,31,14,16,19,17,15,13,20,11,12,18,1,5,8,3,7,6,9,2,4,10,6,7,9,10,8,12,11,3,4,2,1,5,13.5,13.5
4096,1,2.89999999999998,0.399876548049676,20,15,19,16,21,22,6,4,9,10,13,17,23,1,5,11,12,18,2,3,7,8,14,37,35,41,40,44,46,28,26,32,33,38,42,45,24,29,34,36,43,25,27,30,31,39,4,2,6,3,10,12,1,5,14,16,17,8,13,15,7,9,11,24,21,22,23,18,19,20,27,25,26,34,31,33,32,28,29,30,15,17,20,19,16,14,18,13,12,11,9,6,3,10,7,5,8,4,2,1,5,6,9,10,8,11,12,13.5,4,1,2,3,7,13.5
4096,1,2.99999999999998,0.48012949922788,20,15,19,16,21,22,3,4,7,10,13,17,23,2,6,11,12,18,1,5,8,9,14,37,36,41,40,44,45,28,27,32,33,38,42,46,25,29,34,35,43,24,26,30,31,39,4,1,7,3,10,12,2,11,14,16,17,6,13,15,5,9,8,26,21,23,20,19,18,27,25,22,24,34,28,29,30,31,33,32,20,18,19,17,14,15,11,12,13,16,10,8,6,1,4,3,7,2,5,9,1,2,3,4,5,6,7,11,11,11,11,11,11,11
4096,1,3.19999999999996,0.606466870301773,20,15,19,16,21,22,4,3,7,8,13,17,23,2,6,11,12,18,1,5,9,10,14,36,34,40,41,44,46,27,26,31,33,38,43,45,25,29,35,37,42,24,28,30,32,39,4,1,6,3,13,14,2,10,17,19,33,12,16,21,5,8,7,25,22,18,15,9,11,29,20,24,27,34,26,23,31,32,30,28,20,19,18,17,15,13,14,16,12,11,10,6,1,8,7,2,3,9,5,4,1,2,3,4,5,6,7,11,11,11,11,11,11,11
4096,1,3.39999999999997,0.708681957162054,21,15,19,16,20,22,4,2,7,8,13,17,23,1,6,11,12,18,3,5,9,10,14,39,34,41,40,44,45,28,27,30,33,37,42,46,24,29,35,36,43,25,26,31,32,38,18,14,21,15,24,28,5,17,31,32,34,22,30,33,19,20,25,12,29,4,2,9,1,8,3,10,11,6,16,13,7,27,23,26,20,19,18,17,15,14,11,13,12,16,8,10,2,1,7,3,9,4,5,6,1,2,5,4,3,6,7,11,11,11,11,11,11,11
4096,1,3.59999999999997,0.79681769802529,21,15,19,16,20,22,3,4,7,8,13,17,23,1,6,11,12,18,2,5,9,10,14,38,29,41,40,44,45,27,26,33,34,37,42,46,25,30,35,36,43,24,28,31,32,39,7,2,8,3,11,13,1,6,15,16,26,9,14,17,5,10,12,28,29,19,20,18,4,32,23,22,21,34,27,24,25,30,33,31,17,16,19,18,15,14,20,11,12,13,4,2,1,9,6,3,7,5,8,10,1,2,5,4,3,6,7,11,11,11,11,11,11,11
4096,1,3.8,0.875416510651157,21,15,19,16,20,22,2,4,7,8,13,17,23,1,6,11,12,18,3,5,9,10,14,36,30,41,40,44,45,28,27,32,34,39,42,46,25,29,35,37,43,24,26,31,33,38,16,11,26,15,27,29,7,25,31,32,34,22,30,33,12,23,28,6,13,4,9,1,2,21,17,3,5,18,8,20,10,24,14,19,20,19,18,17,16,15,12,14,13,11,10,3,8,7,6,9,2,4,5,1,1,2,4,5,3,6,7,11,11,11,11,11,11,11
4096,1,4.00000000000001,0.946995820935936,21,15,18,16,20,22,3,4,7,8,13,17,23,1,6,11,12,19,2,5,9,10,14,36,33,41,39,44,45,29,28,30,32,38,42,46,25,27,35,37,43,24,26,31,34,40,19,23,25,21,27,29,18,24,31,32,34,22,30,33,20,26,28,8,13,3,4,2,1,11,5,14,12,10,7,6,9,16,17,15,20,19,18,17,16,12,13,14,11,15,7,3,4,1,9,5,2,8,6,10,1,2,5,6,3,4,7,11,11,11,11,11,11,11
4096,1,4.20000000000003,1.01312480394597,21,15,18,16,20,22,3,5,7,8,13,17,23,2,6,11,12,19,1,4,9,10,14,39,30,40,41,43,45,28,27,32,34,37,42,46,25,29,35,36,44,24,26,31,33,38,5,11,10,13,18,22,2,8,30,31,34,9,29,33,7,17,6,20,32,16,12,3,1,27,23,19,24,4,26,21,15,25,28,14,20,19,17,18,16,14,11,15,13,12,8,4,2,3,10,5,1,9,7,6,1,2,5,6,3,4,7,11,11,11,11,11,11,11
4096,1,4.39999999999999,1.07486051467478,21,15,18,16,20,22,3,4,7,8,13,17,23,2,6,11,12,19,1,5,9,10,14,36,30,39,37,43,45,29,28,33,34,40,42,46,24,26,35,38,44,25,27,31,32,41,5,13,6,10,7,8,2,12,16,17,20,4,15,18,1,11,3,29,34,25,30,19,9,32,31,21,23,14,24,27,33,28,26,22,20,19,17,18,16,14,11,15,13,12,10,4,1,6,8,2,3,9,7,5,1,2,4,5,3,6,7,11,11,11,11,11,11,11
4096,1,4.6,1.13295557377867,21,15,18,16,20,22,3,4,7,8,13,17,23,2,6,11,12,19,1,5,9,10,14,40,33,38,39,44,45,32,28,35,34,37,42,46,25,27,31,36,43,24,26,30,29,41,10,8,13,9,16,20,14,21,26,28,34,19,23,30,11,18,24,31,33,4,5,3,1,32,15,6,7,2,17,12,22,25,27,29,20,19,17,16,18,13,11,15,14,12,10,5,1,2,8,3,9,6,7,4,1,2,4,6,3,5,7,11,11,11,11,11,11,11
4096,1,4.79999999999998,1.1879686123322,21,14,18,15,19,22,3,5,7,8,12,17,23,2,6,11,13,20,1,4,9,10,16,38,32,41,40,43,45,30,27,35,33,37,42,46,24,28,36,34,44,25,26,29,31,39,6,3,7,2,9,11,5,12,17,18,23,13,14,19,8,10,15,28,30,26,21,16,4,31,27,22,20,1,29,25,24,32,33,34,20,19,16,14,18,12,11,13,15,17,10,8,6,1,7,9,4,3,2,5,1,2,4,6,3,5,7,11,11,11,11,11,11,11
4096,1,5,1.24032794840138,21,14,18,15,19,22,4,3,7,8,12,17,23,2,6,11,13,20,1,5,9,10,16,37,31,38,40,43,45,32,29,34,33,39,42,46,24,26,35,36,44,25,27,28,30,41,15,21,13,10,16,20,7,11,26,28,34,17,24,29,12,18,22,23,31,19,8,3,2,25,14,5,6,1,30,9,4,27,32,33,20,19,16,13,18,12,11,14,15,17,6,7,9,2,3,10,1,8,5,4,1,2,5,6,3,4,7,11,11,11,11,11,11,11
4096,1,5.2,1.29037064724064,21,14,18,15,19,22,4,5,7,8,12,17,23,2,6,11,13,20,1,3,9,10,16,38,32,37,40,44,45,31,27,35,34,39,42,46,24,29,33,36,43,25,26,30,28,41,26,25,24,20,22,23,12,19,31,32,34,16,29,30,15,21,18,28,33,7,10,3,2,27,14,6,5,1,11,8,4,9,17,13,20,19,14,13,17,12,11,18,15,16,1,4,9,3,7,10,2,8,6,5,1,2,5,6,3,4,7,11,11,11,11,11,11,11
4096,1,5.39999999999996,1.33836768922713,21,14,18,16,19,22,5,3,7,8,12,17,23,2,6,11,13,20,1,4,9,10,15,40,31,41,37,44,45,29,28,33,32,39,42,46,25,27,35,36,43,24,26,30,34,38,19,14,12,9,11,10,5,7,15,18,26,4,13,16,3,8,6,32,34,23,28,17,2,33,27,24,20,1,25,21,22,30,31,29,20,19,14,13,18,12,11,17,15,16,2,5,4,3,10,8,1,9,7,6,1,2,5,6,3,4,7,11,11,11,11,11,11,11
4096,1,5.60000000000003,1.38454084889859,21,14,18,16,19,22,5,3,8,7,12,17,23,2,6,11,13,20,1,4,9,10,15,41,33,38,40,43,45,31,28,34,32,39,42,46,25,27,35,36,44,24,26,29,30,37,32,24,27,22,26,29,17,20,30,31,34,16,25,33,15,21,19,18,28,13,12,11,2,23,8,6,4,1,10,5,3,9,14,7,20,19,14,13,18,12,11,16,15,17,2,6,3,4,10,5,1,9,7,8,2,3,5,6,1,4,7,11,11,11,11,11,11,11
4096,1,5.80000000000001,1.42907439781766,21,15,18,16,19,22,5,3,8,7,12,17,23,2,6,11,13,20,1,4,9,10,14,38,34,39,40,43,45,31,27,35,33,41,42,46,25,29,32,36,44,24,26,30,28,37,32,26,27,24,28,31,20,22,29,30,34,19,25,33,18,21,23,17,15,14,11,9,2,16,12,7,5,1,8,4,3,6,13,10,20,18,14,12,17,13,11,15,16,19,2,7,3,5,6,4,1,10,8,9,2,3,5,6,1,4,7,11,11,11,11,11,11,11
4096,1,6.00000000000001,1.47212344975772,21,14,18,15,19,22,5,3,8,7,12,17,23,2,6,11,13,20,1,4,9,10,16,36,29,39,42,44,45,30,27,35,34,40,41,46,25,28,33,37,43,24,26,31,32,38,32,26,31,23,27,28,20,22,30,29,34,19,25,33,18,21,24,15,17,8,13,10,2,16,14,9,3,1,6,4,7,5,11,12,20,19,14,12,17,13,11,15,16,18,3,7,1,5,6,4,2,10,8,9,2,3,5,6,1,4,7,11,11,11,11,11,11,11
4096,1,6.19999999999997,1.51382005642444,21,15,18,14,19,22,6,3,8,7,12,17,23,2,5,11,13,20,1,4,9,10,16,36,30,40,39,44,45,29,27,35,33,41,42,46,25,28,34,37,43,24,26,31,32,38,34,31,32,25,29,28,18,19,26,24,30,16,23,33,15,17,27,22,21,11,13,14,8,20,9,5,3,1,6,2,7,4,10,12,20,19,14,12,17,13,11,16,15,18,4,6,1,5,7,3,2,9,8,10,4,3,6,5,1,2,7,11,11,11,11,11,11,11
4096,1,6.39999999999998,1.55427775379429,21,16,18,15,19,22,6,3,8,7,12,17,23,2,5,11,13,20,1,4,9,10,14,34,30,39,38,44,45,29,27,35,31,41,42,46,25,28,36,37,43,24,26,33,32,40,34,25,32,24,31,28,19,21,29,26,30,16,22,33,15,20,27,18,17,9,11,14,10,23,12,13,5,1,7,2,3,4,6,8,20,19,14,12,18,13,11,17,15,16,4,6,1,5,7,2,3,10,8,9,2,3,5,6,1,4,7,11,11,11,11,11,11,11
4096,1,6.59999999999997,1.59359501524584,21,16,18,15,19,22,6,3,8,7,12,17,23,2,5,11,13,20,1,4,9,10,14,37,30,38,36,43,45,29,28,35,34,41,42,46,25,27,33,39,44,24,26,31,32,40,34,27,32,23,28,25,18,21,30,29,31,17,22,33,15,20,26,16,19,8,9,14,13,24,11,10,12,1,6,4,2,3,7,5,20,19,14,13,18,12,11,17,15,16,3,5,1,6,10,2,4,9,7,8,2,3,5,6,1,4,7,11,11,11,11,11,11,11
4096,1,6.79999999999998,1.63185791687235,21,16,18,15,19,22,6,3,8,7,12,17,23,1,5,11,13,20,2,4,9,10,14,39,30,36,38,43,45,29,28,33,32,41,42,46,25,27,35,37,44,24,26,31,34,40,31,29,30,23,25,22,18,19,27,26,24,16,20,28,10,17,21,33,32,11,13,15,6,34,14,12,9,1,3,2,8,5,7,4,20,19,13,12,18,11,10,17,16,15,3,2,1,6,14,4,5,7,8,9,2,3,5,6,1,4,7,11,11,11,11,11,11,11
4096,1,7.00000000000001,1.66914222433368,21,16,18,15,19,22,6,3,8,7,12,17,23,2,5,11,13,20,1,4,9,10,14,35,31,38,37,43,45,33,28,34,32,41,42,46,25,27,36,39,44,24,26,29,30,40,30,29,26,22,16,11,10,9,20,18,5,3,15,23,2,7,13,32,34,24,28,25,17,33,31,27,8,1,4,6,19,21,14,12,14,13,8,6,12,7,5,11,10,9,2,1,17.5,17.5,17.5,17.5,17.5,3,4,17.5,1,3,5,6,2,4,7,11,11,11,11,11,11,11
4096,1,7.20000000000001,1.70551504783168,21,16,18,15,19,22,6,3,8,7,12,17,23,2,5,11,13,20,1,4,9,10,14,36,35,38,37,43,45,32,28,34,31,41,42,46,25,26,33,39,44,24,27,29,30,40,25,28,17,19,10,5,11,7,14,12,3,4,8,15,2,6,9,32,34,24,31,21,26,33,30,27,13,1,16,22,18,23,29,20,10,9,4,2,8,3,1,5,6,7,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,1,3,5,6,2,4,7,11,11,11,11,11,11,11
4096,1,7.39999999999996,1.7410361697907,21,16,18,15,19,22,6,3,8,7,12,17,23,2,5,11,13,20,1,4,9,10,14,36,34,39,38,43,45,33,27,35,32,41,42,46,25,28,31,37,44,24,26,29,30,40,23,28,16,19,8,5,14,12,13,10,3,4,6,11,2,7,9,32,34,26,31,27,29,33,30,25,18,1,15,20,22,21,24,17,10,9,4,2,8,3,1,5,6,7,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,5,6,1,4,7,11,11,11,11,11,11,11
4096,1,7.60000000000003,1.77575912113176,21,16,18,15,19,22,6,3,8,7,12,17,23,2,5,11,13,20,1,4,9,10,14,38,32,41,39,43,45,31,28,37,34,40,42,46,25,27,33,35,44,24,26,29,30,36,17,24,15,16,7,5,14,12,10,8,3,4,6,11,2,9,13,32,34,28,31,27,30,33,29,21,19,1,18,20,22,25,26,23,10,9,4,2,8,3,1,5,6,7,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,6,5,1,4,7,11,11,11,11,11,11,11
4096,1,7.80000000000003,1.8097320620562,21,16,19,15,18,22,6,4,8,7,12,17,23,2,5,11,13,20,1,3,9,10,14,36,31,40,38,42,45,33,27,35,34,41,43,46,24,28,32,37,44,25,26,30,29,39,18,25,14,16,9,5,15,11,10,8,4,3,6,12,2,7,13,32,34,28,31,24,29,33,30,19,17,1,23,20,21,22,27,26,10,9,4,3,7,2,1,5,6,8,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,6,5,1,4,7,11,11,11,11,11,11,11
4096,1,8.00000000000007,1.84299850911548,21,16,19,14,18,22,6,4,9,7,12,17,23,2,5,11,13,20,1,3,8,10,15,35,29,38,39,42,45,30,27,36,32,41,43,46,25,28,33,37,44,24,26,31,34,40,26,29,20,22,11,6,19,12,13,10,7,4,8,18,2,9,23,32,34,28,30,17,27,33,31,5,3,1,16,14,21,15,24,25,10,9,4,3,7,2,1,6,5,8,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,2,3,6,5,1,4,7,11,11,11,11,11,11,11
4096,1,8.20000000000006,1.87559794017716,21,16,19,14,18,22,6,4,9,7,12,17,23,1,5,11,13,20,2,3,8,10,15,34,29,39,38,43,45,31,27,35,33,41,42,46,25,28,36,37,44,24,26,30,32,40,30,31,28,27,19,10,25,20,21,18,13,8,12,26,5,14,29,32,34,11,23,7,16,33,24,3,2,1,6,4,9,17,15,22,10,9,4,2,8,3,1,6,5,7,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,1,3,7,6,2,4,5,11,11,11,11,11,11,11
